=== GRUPA 1: Brak internal_sku (mają product_id, brak mapowania do ERP) ===
seller_sku;asin;title;marketplace_id;brand;category;k_number;order_lines;total_revenue;currency;first_order;last_order
MAG_3253924839509;B0B58Z1QPX;Curver Trio V2 Abfalleimer 40L Treteimer Müllsortierung 3 Fächer Mülltrennsystem Abfalltrennsystem 3-Fach Inneneimer aus Kunststoff;A1RKKUPIHCS9HS;;;;1;67.44;EUR;2026-02-18 10:09:48+00:00;2026-02-18 10:09:48+00:00
MAG_5906638375808;B0G5Y8P1LV;KADAX 24er Set Einmachgläser 580 ml mit Schraubdeckel in Herzen - Stabile Gläser für Eingemachtes, Wurst, Fleisch, Saucen & Gemüse;A1PA6795UKMFR9;;;;1;23.95;EUR;2026-01-17 10:35:56+00:00;2026-01-17 10:35:56+00:00
MAG_5906638375815;B0G5Y9G4KK;KADAX 24er Set Einmachgläser 580 ml mit Schraubdeckel in Paprika - Stabile Gläser für Eingemachtes, Wurst, Fleisch, Saucen & Gemüse;A1PA6795UKMFR9;;;;1;23.95;EUR;2026-01-06 13:23:17+00:00;2026-01-06 13:23:17+00:00
MAG_5906638376140;B0G5N5CVHC;KADAX 16er Set Einmachgläser 720 ml mit Schraubdeckel in Silber - Großvolumige Vorratsgläser für Gurken, Suppen, Fleischgerichte & Hausgemachte Konserven;A1PA6795UKMFR9;;;;1;22.95;EUR;2026-01-05 11:45:34+00:00;2026-01-05 11:45:34+00:00
MAG_5906638376089;B0G5N5DMX7;KADAX 16er Set Einmachgläser 720 ml mit Schraubdeckel in Folklore - Großvolumige Vorratsgläser für Gurken, Suppen, Fleischgerichte & Hausgemachte Konserven;A1PA6795UKMFR9;;;;1;22.95;EUR;2026-02-21 16:26:39+00:00;2026-02-21 16:26:39+00:00
MAG_5906638375082;B0G5NB3NPM;KADAX 10er Set Marmeladengläser 250 ml mit Schraubdeckel in Grün/Gold - Dickwandige Einmachgläser für Marmelade, Eingemachtes, Aufstriche, Wurst & mehr;A1PA6795UKMFR9;;;;1;16.95;EUR;2026-01-03 11:54:20+00:00;2026-01-03 11:54:20+00:00
MAG_5906638376737;B0G5NMJL6Y;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Grün/Gold - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A1PA6795UKMFR9;;;;1;16.95;EUR;2025-12-15 05:32:06+00:00;2025-12-15 05:32:06+00:00
MAG_5906638376638;B0G5NMLR89;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Schwarz - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A1PA6795UKMFR9;;;;1;16.95;EUR;2025-12-14 18:22:10+00:00;2025-12-14 18:22:10+00:00
MAG_5906638376690;B0G5NJV7GW;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Blumen - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A1PA6795UKMFR9;;;;1;16.95;EUR;2026-01-03 11:45:22+00:00;2026-01-03 11:45:22+00:00
MAG_5906638374931;B0G5PNT6JH;KADAX 10er Set Marmeladengläser 250 ml mit Schraubdeckel in Schwarz Gepunktet - Dickwandige Einmachgläser für Marmelade, Eingemachtes, Aufstriche, Wurst & mehr;A1PA6795UKMFR9;;;;1;16.95;EUR;2025-12-14 09:29:37+00:00;2025-12-14 09:29:37+00:00
MAG_5906638374870;B0G5PQZGV5;KADAX 10er Set Marmeladengläser 250 ml mit Schraubdeckel in Silber - Dickwandige Einmachgläser für Marmelade, Eingemachtes, Aufstriche, Wurst & mehr;A1PA6795UKMFR9;;;;1;13.53;EUR;2025-12-15 11:34:16+00:00;2025-12-15 11:34:16+00:00
MAG_5906638376379;B0G5XMXRLY;KADAX 24er Set Einmachgläser 540 ml mit Schraubdeckel in Schwarz Kariert - Luftdichte Vorratsgläser für Konserven, Eintöpfe, Hausmannskost & mehr;A1PA6795UKMFR9;;;;1;22.95;EUR;2026-01-04 13:43:24+00:00;2026-01-04 13:43:24+00:00
MAG_5906638376294;B0G5XMZ1SG;KADAX 24er Set Einmachgläser 540 ml mit Schraubdeckel in Schwarz Gepunktet - Luftdichte Vorratsgläser für Konserven, Eintöpfe, Hausmannskost & mehr;A1PA6795UKMFR9;;;;1;22.95;EUR;2026-01-22 02:38:18+00:00;2026-01-22 02:38:18+00:00
FBA_5906638360569;B0FN431JQT;KADAX tomma glasflaskor 250 ml, 6 stycken, snapsflaskor med kork, små flaskor för att fylla likör, vin och snaps, likörflaskor, vinflaskor;A2NODRKZP88ZB9;;;K9347;1;191.24;SEK;2025-12-21 11:03:56+00:00;2025-12-21 11:03:56+00:00
MAG_5906638376973;B0G598RQTM;KADAX Vorratsglas 3 L mit Schraubdeckel in Weiß - großes Gärglas für Sauerkraut, Kombucha & Eingemachtes;A2NODRKZP88ZB9;;;;1;81.13;SEK;2026-01-15 17:22:58+00:00;2026-01-15 17:22:58+00:00
MAG_764558328039;B00AW8H60C;Curver Style L - storage boxes & baskets (Storage basket, Brown, Rattan, Monotone, Bathroom, Bedroom, Living room);AMEN7PMS3EDWL;;;;1;43.98;EUR;2026-01-11 10:44:40+00:00;2026-01-11 10:44:40+00:00
5I-IA6K-7RN2;B07NDWQSNT;KADAX Sieb aus Edelstahl. Küchensieb, Nudelsieb, Sieb mit einem Durchmesser von 20 cm, Sieb mit zwei Griffen, außen satiniert. Stabiler Sockel. Darf in einer Spülmaschine gespült werden.;AMEN7PMS3EDWL;;;;1;11.83;EUR;2025-12-22 11:04:39+00:00;2025-12-22 11:04:39+00:00
MAG_5903699400586;B08775F3LH;KADAX Pot de fleurs avec soucoupe - Diamètre : 14 cm - Gris - Pour l'intérieur et l'extérieur - Idéal pour le salon, le balcon, la salle de bain ou les WC - Les couleurs vives apportent de la;AMEN7PMS3EDWL;;;;1;13.90;EUR;2026-02-20 14:28:36+00:00;2026-02-20 14:28:36+00:00
MAG_5906638309131;B0DK1C448B;KADAX Râteau en métal, râteau à copeaux longs, large râteau à tête renforcée, râteau de jardin à long manche en bois, outil de jardin robuste, râteau à gazon (32 dents, bleu);AMEN7PMS3EDWL;;;;1;38.45;EUR;2026-01-27 15:25:17+00:00;2026-01-27 15:25:17+00:00
FBA_5906638360583;B0FN4128NZ;KADAX Lot de 2 bouteilles en verre vides de 500 ml avec bouchons, idéales pour le remplissage de liqueur, de vin et d'alcool, bouteilles de vin;AMEN7PMS3EDWL;;;K9350;1;10.95;EUR;2025-12-30 12:10:58+00:00;2025-12-30 12:10:58+00:00
MAG_5902730388463;B086VJSW5P;KADAX Fioriera Rettangolare per Davanzale da Esterno, Vaso da Balcone in Plastica con Sottovaso, Cassetta per Piante da Finestra (80 cm, Grafite);APJ6JRA9NG5V4;;;;1;24.95;EUR;2026-02-26 06:00:43+00:00;2026-02-26 06:00:43+00:00
MAG_5903699400586;B08775F3LH;KADAX Pot de fleurs avec soucoupe - Diamètre : 14 cm - Gris - Pour l'intérieur et l'extérieur - Idéal pour le salon, le balcon, la salle de bain ou les WC - Les couleurs vives apportent de la;APJ6JRA9NG5V4;;;;1;6.60;EUR;2026-02-16 08:57:26+00:00;2026-02-16 08:57:26+00:00
MAG_5903699467985;B0BSFLVQHT;KADAX Lot de 24 Pièces 51x4cm Pic Anti-Pigeon et Anti-Oiseaux, Dissuasif en Plastique pour Balcon, Terrasse et Espaces Extérieurs, Argent;APJ6JRA9NG5V4;;;;1;29.99;EUR;2025-12-27 14:48:51+00:00;2025-12-27 14:48:51+00:00
MAG_5903699467947;B0BSFMBRBR;KADAX Lot de 24 Pièces 51x4cm Pic Anti-Pigeon et Anti-Oiseaux, Dissuasif en Plastique pour Balcon, Terrasse et Espaces Extérieurs, Blanc;APJ6JRA9NG5V4;;;;1;29.99;EUR;2026-01-14 12:25:25+00:00;2026-01-14 12:25:25+00:00
MAG_5903699467978;B0BSFMR5M9;KADAX Vogelabwehr aus Kunststoff, 51 x 4 x 3,5 cm, Tierabwehr, 3-reihig, Spikes für Katze, Marder, Taube, Zaun, Fensterbank, Dach, Taubenabwehr, Vogelschutz, robust (48, Braun);APJ6JRA9NG5V4;;;;1;49.99;EUR;2026-03-01 13:39:12+00:00;2026-03-01 13:39:12+00:00
MAG_5903699467961;B0BSFMZ9HK;KADAX Vogelabwehr aus Kunststoff, 51 x 4 x 3,5 cm, Tierabwehr, 3-reihig, Spikes für Katze, Marder, Taube, Zaun, Fensterbank, Dach, Taubenabwehr, Vogelschutz, robust (24, Braun);APJ6JRA9NG5V4;;;;1;28.49;EUR;2026-02-11 14:05:00+00:00;2026-02-11 14:05:00+00:00
MAG_5903699499382;B0D16XG84F;KADAX Set di 3 vasi alti per piante, Grafite Rattan, H 46,5/57,5/68 cm - vasi da esterno eleganti, vaso per piante grandi;APJ6JRA9NG5V4;;;;1;84.95;EUR;2026-02-22 22:47:47+00:00;2026-02-22 22:47:47+00:00
MAG_5903699499375;B0D1745STY;KADAX Set di 3 vasi alti per piante, Grafite Rattan, H 36,5/46,5/57 cm - fioriera da giardino, vaso decorativo per interno;APJ6JRA9NG5V4;;;;1;64.95;EUR;2026-01-25 11:40:12+00:00;2026-01-25 11:40:12+00:00
MAG_5906638302231;B0D6YTKJJW;KADAX Klin do rozlupywania drewna ze stali, 16,5 x 3,5 x 4 cm, klin do rozlupywania, ręczny klin do ścinania i rozlupywania drewna, wytrzymaly klin, granat rozlupujący, klin;APJ6JRA9NG5V4;;;;1;12.95;EUR;2026-02-21 13:28:20+00:00;2026-02-21 13:28:20+00:00
FBA_5906638360583;B0FN4128NZ;KADAX Lot de 2 bouteilles en verre vides de 500 ml avec bouchons, idéales pour le remplissage de liqueur, de vin et d'alcool, bouteilles de vin;APJ6JRA9NG5V4;;;K9350;1;25.90;EUR;2026-01-17 14:35:15+00:00;2026-01-17 14:35:15+00:00
MAG_5906638360712;B0FN7BW9W2;KADAX Lot de 8 bouteilles en verre vides de 500 ml avec bouchons - Bouteilles pour liqueur, vin et alcool - Bouteilles en verre pour liqueur, vin et alcool;APJ6JRA9NG5V4;;;K9352;1;31.95;EUR;2026-01-31 12:09:59+00:00;2026-01-31 12:09:59+00:00
MAG_5903699467947;B0BSFMBRBR;KADAX Lot de 24 Pièces 51x4cm Pic Anti-Pigeon et Anti-Oiseaux, Dissuasif en Plastique pour Balcon, Terrasse et Espaces Extérieurs, Blanc;A1805IZSGTT6HS;;;;1;31.95;EUR;2026-01-03 20:46:19+00:00;2026-01-03 20:46:19+00:00
MAG_5906638302248;B0D6YVFJL8;KADAX Houtsplitwig van staal, 20 x 4 x 5 cm, splitwig, handmatige wig voor het vellen en splijten van hout, robuuste splitwig, splitgranaat, bijzetwig;A1805IZSGTT6HS;;;;1;47.90;EUR;2026-01-05 20:17:50+00:00;2026-01-05 20:17:50+00:00
MAG_5906638377031;B0G58TXQZ1;;A1805IZSGTT6HS;;;;1;16.95;EUR;2026-03-02 20:00:22+00:00;2026-03-02 20:00:22+00:00
MAG_5906638377024;B0G591YYZV;KADAX Set van 2 voorraadpotten 5 L met schroefdoppen in wit - grote vergingspotten voor zuurkool, kombucha & ingeblikt voedsel;A1805IZSGTT6HS;;;;1;20.95;EUR;2026-01-13 10:42:15+00:00;2026-01-13 10:42:15+00:00
2O-TICZ-7HV1;B003YFHZ4C;;A1C3SOZRARQ6R3;;;;1;;EUR;2026-02-04 06:04:28+00:00;2026-02-04 06:04:28+00:00
MAG_5906638302231;B0D6YTKJJW;KADAX Klin do rozlupywania drewna ze stali, 16,5 x 3,5 x 4 cm, klin do rozlupywania, ręczny klin do ścinania i rozlupywania drewna, wytrzymaly klin, granat rozlupujący, klin;A1C3SOZRARQ6R3;;;;1;64.11;PLN;2026-01-18 17:46:37+00:00;2026-01-18 17:46:37+00:00
NY-N417-GLR2;B01MF95G2H;KADAX Luftpolsterfolie Rolle 100m 30cm Breit Bubble Knallfolie, Blisterfolie transparent 1 Rolle, Noppenfolie 30/100;A1PA6795UKMFR9;;;;1;15.99;EUR;2024-03-02 09:24:58+00:00;2024-03-02 09:24:58+00:00
FJ-IK2P-C1OP;B0196Q9PVS;;A1PA6795UKMFR9;;;;1;;EUR;2025-12-25 01:19:48+00:00;2025-12-25 01:19:48+00:00
amzn.gr.MAG_5906638360552-sp8s837Da2y-LN;B0FN4148QG;KADAX Lot de 2 bouteilles en verre vides 250 ml, bouteilles de schnaps avec bouchon, petites bouteilles à remplir de liqueur, de vin et de schnaps, bouteilles de liqueur, bouteilles de vin;A13V1IB3VIYZZH;;;K9346;1;11.95;EUR;2026-01-03 18:39:40+00:00;2026-01-03 18:39:40+00:00
MAG_5906638329269;B0FD9RZCRL;KADAX Couvercle à vis fi100 mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Or;A13V1IB3VIYZZH;;;;1;0.70;EUR;2026-01-05 21:23:56+00:00;2026-01-05 21:23:56+00:00
MAG_5906638328156;B0FD9SG1R7;KADAX fi43mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Gold;A13V1IB3VIYZZH;;;;1;9.90;EUR;2026-01-18 16:53:32+00:00;2026-01-18 16:53:32+00:00
MAG_5906638360712;B0FN7BW9W2;KADAX Lot de 8 bouteilles en verre vides de 500 ml avec bouchons - Bouteilles pour liqueur, vin et alcool - Bouteilles en verre pour liqueur, vin et alcool;A13V1IB3VIYZZH;;;K9352;1;22.95;EUR;2026-02-25 13:54:07+00:00;2026-02-25 13:54:07+00:00
MAG_5906638376737;B0G5NMJL6Y;KADAX 10er Set Marmeladengläser 330 ml mit Schraubdeckeln in Grün/Gold - luftdichte Vorratsgläser für Konfitüren, Desserts, Chutneys & Eingemachtes;A13V1IB3VIYZZH;;;;1;16.95;EUR;2026-03-02 15:05:04+00:00;2026-03-02 15:05:04+00:00
MAG_5906638328255;B0FD9QZDHL;KADAX Couvercle à vis fi63mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Or;A13V1IB3VIYZZH;;;;1;0.70;EUR;2026-01-02 11:40:12+00:00;2026-01-02 11:40:12+00:00
MAG_5906638328637;B0FD9RJV2Q;KADAX fi63mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Grün;A13V1IB3VIYZZH;;;;1;18.00;EUR;2026-01-21 16:18:13+00:00;2026-01-21 16:18:13+00:00
MAG_5906638328644;B0FD9RLJ1Z;KADAX Couvercle à vis fi63mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Blanc;A13V1IB3VIYZZH;;;;1;0.72;EUR;2026-01-19 22:45:47+00:00;2026-01-19 22:45:47+00:00
MAG_5906638329306;B0FD9RMM2G;KADAX fi100mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Weiß;A13V1IB3VIYZZH;;;;1;7.00;EUR;2026-01-28 12:52:21+00:00;2026-01-28 12:52:21+00:00
MAG_5906638328224;B0FD9QHVMM;KADAX Couvercle à vis 53 mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Noir;A13V1IB3VIYZZH;;;;1;0.34;EUR;2025-12-31 11:50:09+00:00;2025-12-31 11:50:09+00:00
MAG_5906638328354;B0FD9PX14B;KADAX Couvercle à vis fi66mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Or;A13V1IB3VIYZZH;;;;1;7.40;EUR;2026-01-28 09:56:23+00:00;2026-01-28 09:56:23+00:00
MAG_5906638328569;B0FD9Q929W;KADAX Couvercle à vis 48 mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Noir;A13V1IB3VIYZZH;;;;1;1.80;EUR;2025-12-31 11:50:09+00:00;2025-12-31 11:50:09+00:00
BF-7J9L-R8QM;B01M1UT6AL;Rouleau de papier à bulles - Longueur : 100 m, largeur : 50 cm;A13V1IB3VIYZZH;;;;1;111.48;EUR;2026-02-12 15:23:12+00:00;2026-02-12 15:23:12+00:00
MAG_3253921869004;B06ZZ3TV2C;Keter Connect Cantilever Werkzeugkasten, 56,5x31,7x25,1 Cm, Transparenter Bruchsicherer Deckel, Herausnehmbare Boxen, Stapelbar (Connect System);A13V1IB3VIYZZH;;;;1;59.80;EUR;2026-01-11 12:01:01+00:00;2026-01-11 12:01:01+00:00
MAG_5903699400586;B08775F3LH;KADAX Pot de fleurs avec soucoupe - Diamètre : 14 cm - Gris - Pour l'intérieur et l'extérieur - Idéal pour le salon, le balcon, la salle de bain ou les WC - Les couleurs vives apportent de la;A13V1IB3VIYZZH;;;;1;6.60;EUR;2026-02-09 19:43:46+00:00;2026-02-09 19:43:46+00:00
MAG_5903699467985;B0BSFLVQHT;KADAX Lot de 24 Pièces 51x4cm Pic Anti-Pigeon et Anti-Oiseaux, Dissuasif en Plastique pour Balcon, Terrasse et Espaces Extérieurs, Argent;A13V1IB3VIYZZH;;;;1;36.95;EUR;2026-01-10 10:29:15+00:00;2026-01-10 10:29:15+00:00
MAG_5903699467954;B0BSFM4XWW;KADAX Pinchos Antipalomas de Plástico para Protección de Balcones, Terrazas, Techos y Ventanas contra Palomas, Ahuyentador de Pajaros (Blanco, 48);A13V1IB3VIYZZH;;;;1;54.95;EUR;2026-02-25 14:55:34+00:00;2026-02-25 14:55:34+00:00
MAG_5903699499382;B0D16XG84F;KADAX Set di 3 vasi alti per piante, Grafite Rattan, H 46,5/57,5/68 cm - vasi da esterno eleganti, vaso per piante grandi;A13V1IB3VIYZZH;;;;1;84.95;EUR;2026-01-17 10:38:18+00:00;2026-01-17 10:38:18+00:00
MAG_5906638302231;B0D6YTKJJW;KADAX Klin do rozlupywania drewna ze stali, 16,5 x 3,5 x 4 cm, klin do rozlupywania, ręczny klin do ścinania i rozlupywania drewna, wytrzymaly klin, granat rozlupujący, klin;A13V1IB3VIYZZH;;;;1;21.95;EUR;2026-01-05 15:20:30+00:00;2026-01-05 15:20:30+00:00
MAG_5906638328248;B0FD9PLVVC;KADAX Couvercle à vis fi53mm pour bocaux de conserve, couvercle à visser en métal, couvercle de remplacement pour pots de confiture, pots de miel et bocaux de conserve Blanc;A13V1IB3VIYZZH;;;;1;0.68;EUR;2026-01-18 18:10:43+00:00;2026-01-18 18:10:43+00:00
MAG_5906638328194;B0FD9PSDQ7;KADAX fi43mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Weiß;A13V1IB3VIYZZH;;;;1;1.32;EUR;2026-01-18 18:10:43+00:00;2026-01-18 18:10:43+00:00
MAG_5906638302248;B0D6YVFJL8;KADAX Houtsplitwig van staal, 20 x 4 x 5 cm, splitwig, handmatige wig voor het vellen en splijten van hout, robuuste splitwig, splitgranaat, bijzetwig;A1PA6795UKMFR9;;;;1;21.95;EUR;2026-02-09 16:48:44+00:00;2026-02-09 16:48:44+00:00
MAG_5906638328101;B0FD9N4X7H;KADAX fi33mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Rot;A1PA6795UKMFR9;;;;1;8.00;EUR;2025-12-07 10:20:49+00:00;2025-12-07 10:20:49+00:00
MAG_5906638328934;B0FD9P4RBH;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Silber;A1PA6795UKMFR9;;;;1;7.80;EUR;2026-01-26 19:41:13+00:00;2026-01-26 19:41:13+00:00
MAG_5906638329160;B0FD9P5KMQ;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Einlegegurken;A1PA6795UKMFR9;;;;1;4.00;EUR;2026-01-09 09:37:05+00:00;2026-01-09 09:37:05+00:00
MAG_5906638328378;B0FD9P8TTJ;KADAX fi66mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Grün;A1PA6795UKMFR9;;;;1;0.34;EUR;2026-02-05 02:58:01+00:00;2026-02-05 02:58:01+00:00
MAG_5906638329153;B0FD9PB16Z;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Vege;A1PA6795UKMFR9;;;;1;3.90;EUR;2026-01-09 09:37:05+00:00;2026-01-09 09:37:05+00:00
MAG_5906638329184;B0FD9PJ7FK;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Honigtauhonig;A1PA6795UKMFR9;;;;1;0.78;EUR;2026-01-02 17:29:13+00:00;2026-01-02 17:29:13+00:00
5I-IA6K-7RN2;B07NDWQSNT;KADAX Sieb aus Edelstahl. Küchensieb, Nudelsieb, Sieb mit einem Durchmesser von 20 cm, Sieb mit zwei Griffen, außen satiniert. Stabiler Sockel. Darf in einer Spülmaschine gespült werden.;A1PA6795UKMFR9;;;;1;10.75;EUR;2024-03-02 12:04:59+00:00;2024-03-02 12:04:59+00:00
MAG_5906638328514;B0FD9QV831;KADAX fi38mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Schwarz;A1PA6795UKMFR9;;;;1;3.36;EUR;2026-01-06 17:53:06+00:00;2026-01-06 17:53:06+00:00
MAG_5906638329030;B0FD9QQ9V8;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Biene;A1PA6795UKMFR9;;;;1;0.78;EUR;2026-01-02 17:29:13+00:00;2026-01-02 17:29:13+00:00
MAG_5906638328941;B0FD9Q2X7Z;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Gold;A1PA6795UKMFR9;;;;1;7.40;EUR;2026-01-26 19:41:13+00:00;2026-01-26 19:41:13+00:00
MAG_5906638329221;B0FD9QC4MM;KADAX fi82mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Schwarz/Gold;A1PA6795UKMFR9;;;;1;3.90;EUR;2026-01-09 09:37:05+00:00;2026-01-09 09:37:05+00:00
MAG_5906638328170;B0FD9R82RY;KADAX fi43mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Schwarz;A1PA6795UKMFR9;;;;1;0.96;EUR;2025-12-20 13:20:32+00:00;2025-12-20 13:20:32+00:00
MAG_5906638328675;B0FD9RFH5N;KADAX fi66mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Folklore;A1PA6795UKMFR9;;;;1;9.90;EUR;2025-12-09 13:29:10+00:00;2025-12-09 13:29:10+00:00
MAG_5906638328187;B0FD9RJ29B;KADAX fi43mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Grün;A1PA6795UKMFR9;;;;1;;EUR;2025-12-07 21:52:14+00:00;2025-12-07 21:52:14+00:00
MAG_5906638328200;B0FD9RMDZW;KADAX fi53mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Gold;A1PA6795UKMFR9;;;;1;1.00;EUR;2025-12-20 12:16:05+00:00;2025-12-20 12:16:05+00:00
MAG_5906638329306;B0FD9RMM2G;KADAX fi100mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Weiß;A1PA6795UKMFR9;;;;1;1.95;EUR;2025-12-05 15:32:28+00:00;2025-12-05 15:32:28+00:00
MAG_5906638328361;B0FD9RSHJ6;KADAX fi66mm Schraubdeckel für Einmachgläser, Twist Off Deckel aus Metall, Ersatzdeckel für Marmeladengläser, Honiggläser & Konservengläser, Schraubverschluss für Gläser | Schwarz;A1PA6795UKMFR9;;;;1;2.38;EUR;2026-01-17 11:43:57+00:00;2026-01-17 11:43:57+00:00
MAG_5906638374436;B0G524XYNS;KADAX 10er Set Marmeladengläser 200 ml mit Schraubdeckel in Blau - Dessertgläser & Vorratsgläser für Konfitüren, Chutneys, Pesto, Babybrei & mehr;A1PA6795UKMFR9;;;;1;15.95;EUR;2026-01-30 14:08:27+00:00;2026-01-30 14:08:27+00:00
MAG_5906638375662;B0G57V49QH;KADAX 24er Set Marmeladengläser 425 ml ohne Deckel - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;;1;22.76;EUR;2025-12-12 19:16:17+00:00;2025-12-12 19:16:17+00:00
MAG_5906638375648;B0G57VGDYC;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Schwarz/Gold - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;;1;24.95;EUR;2025-12-15 10:10:06+00:00;2025-12-15 10:10:06+00:00
MAG_5906638375594;B0G57SPV88;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Herzen - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;;1;24.95;EUR;2026-01-08 07:03:42+00:00;2026-01-08 07:03:42+00:00
MAG_5906638375679;B0G57T6QDF;KADAX 24er Set Marmeladengläser 425 ml mit Schraubdeckel in Herz - Robuste Vorratsgläser & Einmachgläser für Chutneys, Eintöpfe, Soßen & Wurstwaren;A1PA6795UKMFR9;;;;1;23.70;EUR;2026-01-07 06:33:32+00:00;2026-01-07 06:33:32+00:00
MAG_5906638375181;B0G53527BJ;KADAX 10er Set Einmachgläser 300 ml mit Schraubdeckel in Rot - Luftdichte Vorratsgläser für Suppen, Saucen, Fleischgerichte, Chutneys & mehr;A1PA6795UKMFR9;;;;1;17.95;EUR;2025-12-06 08:56:30+00:00;2025-12-06 08:56:30+00:00
MAG_5906638375563;B0G584LRSQ;KADAX 20er Set Marmeladengläser 350 ml mit Schraubdeckel in Rot - Luftdichte Einmachgläser für Marmelade, Pasteten, Suppen, Gemüse & Fleischgerichte;A1PA6795UKMFR9;;;;1;21.95;EUR;2026-02-25 07:14:34+00:00;2026-02-25 07:14:34+00:00
