=== GRUPA 1: Brak internal_sku (mają product_id, brak mapowania do ERP) ===
seller_sku;asin;title;marketplace_id;brand;category;k_number;order_lines;total_revenue;currency;first_order;last_order
MAG_5902730383475;B081VJYRBR;KADAX Krug, Glaskanne, Glaskrug aus robustem Glas, Wasserkrug mit Auslauf und handlichem Griff, Glaskaraffe für kalte Getränke, Saft, Milch, Eistee, transparent (Theo, 1.4L);A1PA6795UKMFR9;1;10.95;EUR;2026-03-02 19:49:40+00:00;2026-03-02 19:49:40+00:00
MAG_5902730383543;B08292TVH8;KADAX Tortownica, okrągla forma do pieczenia ze stali z nieprzywierającą powloką, srebrna forma z zatrzaskiem, szczelna blacha do ciasta (średnica: 24 cm);A1C3SOZRARQ6R3;1;31.99;PLN;2026-03-02 20:10:39+00:00;2026-03-02 20:10:39+00:00
MAG_5902730383734;B082HXFX5P;KADAX 5X Baueimer aus Kunststoff, 5l, Mörteleimer für Garten, Baustelle, Eimer mit Griff, Wassereimer, Stabiler Zementeimer, Mörtelkübel, Putzeimer, schwarz (5);A1PA6795UKMFR9;1;;EUR;2026-03-02 23:11:35+00:00;2026-03-02 23:11:35+00:00
MAG_5902730384045;B082SZ1XVY;KADAX Fleischhammer, Schnitzelklopfer aus Holz, doppelseitiger Fleischklopfer, Schnitzelhammer mit Metallende, runder Klopfhammer für Schnitzel und Rindfleisch;A1PA6795UKMFR9;1;8.99;EUR;2026-03-01 19:58:06+00:00;2026-03-01 19:58:06+00:00
MAG_5902730384076;B082W79QRS;KADAX Tarka kuchenna ręczna do grubego tarcia ze stali nierdzewnej, antypoślizgowy uchwyt, ostre ostrza, do sera, marchewki, cebuli, czosnku, parmezanu i imbiru;A1C3SOZRARQ6R3;1;;EUR;2026-02-27 17:42:51+00:00;2026-02-27 17:42:51+00:00
MAG_5902730384137;B082Y8RZG9;KADAX Louche à Soupe en Inox, Louche en Acier Inoxydable avec Long Manche pour Servir des Potages, Ustensile de Cuisine de Qualité Supérieure (10cm / 190ml);A13V1IB3VIYZZH;1;20.60;EUR;2026-03-02 14:42:16+00:00;2026-03-02 14:42:16+00:00
MAG_5902730384137;B082Y8RZG9;KADAX Suppenkelle aus hochwertigem Edelstahl, Schöpflöffel mit Halter, Soßenlöffel mit langem und ergonomischem Stiel, Schöpfkelle, Gießlöffel, Küchenhelfer, silber (10cm/190ml);A1PA6795UKMFR9;1;9.95;EUR;2026-03-02 21:02:09+00:00;2026-03-02 21:02:09+00:00
MAG_5902730385837;B084ZTPRX9;KADAX Kosmetikdose, Aufbewahrungsdose aus Keramik, Wattedose mit Deckel aus Bambus, Wattepadhalter, Vorratsdose, Wattebehälter, Universaldose für Badezimmer, Wattepads, rund (weiß);A1PA6795UKMFR9;1;18.12;EUR;2026-03-02 17:09:21+00:00;2026-03-02 17:09:21+00:00
MAG_5902730387541;B086PCHX3W;KADAX Kartoffelpresse für Kartoffelbrei, Spätzle, Gemüse, Obstsäfte, Multipresse, Kartoffelstampfer aus Edelstahl, Länge: 24,5 cm, spülmaschinenfest, Spätzlepresse, silber;A1PA6795UKMFR9;1;8.95;EUR;2026-03-02 14:18:13+00:00;2026-03-02 14:18:13+00:00
MAG_5902730388050;B086T2P42D;KADAX Farbwanne, große Farbschale aus Kunststoff, Maler Lackierwanne mit handlichem Griff, Lackierschale, leichtes Malerzubehör, Malerbedarf, Lackschale, Lackwanne (6, schwarz);A1PA6795UKMFR9;1;16.95;EUR;2026-03-02 20:00:25+00:00;2026-03-02 20:00:25+00:00
MAG_5902730388081;B086T4VKPY;KADAX Farbwanne, Farbschale aus Kunststoff, Maler Lackierschale für Wandfarbe, Lackierwanne mit kleinem Griff, Malerzubehör, Lackwanne, Malerbedarf, Lackschale (3, schwarz);A1PA6795UKMFR9;1;11.95;EUR;2026-03-02 16:21:39+00:00;2026-03-02 16:21:39+00:00
MAG_5902730388197;B086TTC6WM;KADAX Farbwanne, Lackierwanne, Farbschale aus Kunststoff, Maler Lackierschale mit handlichem Griff, große Lackschale, leichtes Malerzubehör, Lackwanne, Malerbedarf (1, schwarz);A1PA6795UKMFR9;1;10.95;EUR;2026-03-01 08:55:00+00:00;2026-03-01 08:55:00+00:00
MAG_5902730388203;B086V45199;KADAX 3X Farbwanne, Lackierwanne, Farbschale aus Kunststoff, Maler Lackierschale mit handlichem Griff, große Lackschale, leichtes Malerzubehör, Lackwanne, Malerbedarf (3, schwarz);A1PA6795UKMFR9;1;17.95;EUR;2026-03-02 19:59:48+00:00;2026-03-02 19:59:48+00:00
MAG_5902730382096;B07YC4PGQW;KADAX Glasdeckel, Topfdeckel Ø18 cm, hitzebeständig, mit Dampfloch, und Kunststoffgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;6.95;EUR;2026-03-02 21:53:53+00:00;2026-03-02 21:53:53+00:00
MAG_5902730382157;B07YC5B9BB;KADAX Glaslock, grytlock av glas, ⌀ 14-30 cm, värmebeständigt lock för kastrull, panna, pannlock med plasthandtag, universallock i olika storlekar (28 cm);A2NODRKZP88ZB9;1;113.77;SEK;2026-03-02 13:19:30+00:00;2026-03-02 13:19:30+00:00
MAG_5902730382522;B07Z7YCYXW;KADAX fyrkantig bakform med non-stick-beläggning, rektangulär kakform av stål, för kakor, rostbröd, ostkaka, brownie, lådform, värmefördelning, lättskött, silver (27,5 x 22,5 x 6 cm);A2NODRKZP88ZB9;1;125.08;SEK;2026-03-01 23:01:41+00:00;2026-03-01 23:01:41+00:00
MAG_5903699400913;B087BZHK4Y;KADAX Blumenschale, runde Pflanzschale, Pflanzkübel aus Kunststoff, wetterfester Blumenkübel für Außen, Blumen, Pflanzen, Garten, Balkon, Deko, Blumentopf, frostsicher, Pflanzgefäß (26 cm, anthrazit);A1PA6795UKMFR9;1;13.90;EUR;2026-03-02 14:25:41+00:00;2026-03-02 14:25:41+00:00
MAG_5903699400913;B087BZHK4Y;KADAX Grand Pot de Fleur en Plastique Résistant aux Intempéries, Jardinière Ronde pour Aménagement Extérieur de Jardin, Balcon et Terrasse (26 cm, Anthracite);A13V1IB3VIYZZH;1;6.95;EUR;2026-03-01 14:26:21+00:00;2026-03-01 14:26:21+00:00
MAG_5903699402580;B088KFPPDG;KADAX Blumentopf mit Untersetzer Ø 12 cm, amarantrot Pflanzkübel für Innen- und Außenbereich, ideal für Wohnzimmer, Balkon, Bad oder WC - lebendige Farben bringen Frische in jeden Raum;A1PA6795UKMFR9;1;5.95;EUR;2026-03-02 18:49:36+00:00;2026-03-02 18:49:36+00:00
MAG_5903699402795;B088KFHK7F;KADAX Blumentopf mit Untersetzer Ø 14 cm, Schwarz Pflanzkübel für Innen- und Außenbereich, ideal für Wohnzimmer, Balkon, Bad oder WC - lebendige Farben bringen Frische in jeden Raum;A1PA6795UKMFR9;1;6.95;EUR;2026-03-02 16:54:12+00:00;2026-03-02 16:54:12+00:00
MAG_5903699402825;B088K43KMB;KADAX Blumentopf mit Untersetzer Ø 14 cm, Gelb Pflanzkübel für Innen- und Außenbereich, ideal für Wohnzimmer, Balkon, Bad oder WC - lebendige Farben bringen Frische in jeden Raum;A1PA6795UKMFR9;1;6.95;EUR;2026-03-01 19:59:38+00:00;2026-03-01 19:59:38+00:00
MAG_5903699402948;B088JV121W;KADAX Blumentopf mit Untersetzer Ø 16 cm, Schwarz Pflanzkübel für Innen- und Außenbereich, ideal für Wohnzimmer, Balkon, Bad oder WC - lebendige Farben bringen Frische in jeden Raum;A1PA6795UKMFR9;1;6.95;EUR;2026-03-02 16:54:12+00:00;2026-03-02 16:54:12+00:00
MAG_5903699406922;B08CY15D33;KADAX Ciotola fatta di plastica, insalata, ciotola di miscelazione impilabile, ciotola di plastica, ciotola da cucina, ciotola rotonda per cucina, insalata, pasta, lavastoviglie -safe (2L, grigio);APJ6JRA9NG5V4;1;4.99;EUR;2026-03-01 07:55:27+00:00;2026-03-01 07:55:27+00:00
MAG_5903699406922;B08CY15D33;KADAX Schüssel aus Kunststoff, Salatschüssel, stapelbare Rührschüssel, Plastikschüssel, Küchenschüssel, runde Servierschüssel für Küche, Salat, Teig, spülmaschinenfest (2L, grau);A1PA6795UKMFR9;1;7.99;EUR;2026-03-02 09:30:41+00:00;2026-03-02 09:30:41+00:00
MAG_5903699406960;B08CY133TN;KADAX Schüssel aus Kunststoff, Salatschüssel, stapelbare Rührschüssel, Plastikschüssel, Küchenschüssel, runde Servierschüssel für Küche, Salat, Teig, spülmaschinenfest (3L, grau);A1PA6795UKMFR9;1;6.99;EUR;2024-09-11 23:00:46+00:00;2024-09-11 23:00:46+00:00
MAG_5903699409350;B08JVKH5B5;KADAX Glasdeckel, Topfdeckel Ø22 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;6.96;EUR;2026-03-01 15:00:28+00:00;2026-03-01 15:00:28+00:00
MAG_5903699409367;B08JVMF8CD;KADAX Glasdeckel, Topfdeckel Ø24 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;7.96;EUR;2026-03-01 23:59:36+00:00;2026-03-01 23:59:36+00:00
MAG_5903699409367;B08JVMF8CD;KADAX Pokrywka szklana 24 cm do garnków i patelni z otworem odprowadzającym parę, zapobiega wykipieniu i nadaje się do mycia w zmywarce;A1C3SOZRARQ6R3;1;18.99;PLN;2026-03-02 21:21:27+00:00;2026-03-02 21:21:27+00:00
MAG_5903699409381;B08JVKZMCX;KADAX Glasdeckel, Topfdeckel Ø28 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;9.96;EUR;2026-03-01 17:54:52+00:00;2026-03-01 17:54:52+00:00
MAG_5903699410356;B08KWD6NXS;KADAX Grabvase, Vase aus Kunststoff, Blumenvase, Kunststoff-Vase für Blumen, wetterfeste Friedhofsvase, frostsicher Steckvase für Grab, witterungsbeständiger Grabschmuck (12cm, mit Erdspieß, Grafit);A1PA6795UKMFR9;1;32.97;EUR;2026-03-02 16:24:04+00:00;2026-03-02 16:24:04+00:00
MAG_5903699415252;B08NK6J7HV;KADAX Botervloot van glas, rechthoekige boterbel, heldere boterschaal met deksel en handvat, botervat, boterglas, vaatwasmachinebestendig (transparant);A1805IZSGTT6HS;1;;EUR;2026-02-25 12:02:07+00:00;2026-02-25 12:02:07+00:00
MAG_5903699423738;B0928YH2B5;KADAX Vogelabschreckung aus Kunststoff, Plastik, Fliegende Krähe, Vogelabwehr, Taubenabwehr, Taubenschreck, Vogelschreck, Vogelscheuche, schwarzer Rabe gegen Tauben (1 Stück);A1PA6795UKMFR9;1;15.99;EUR;2026-03-01 19:14:41+00:00;2026-03-01 19:14:41+00:00
MAG_5903699424278;B09836KT5C;KADAX Badezimmerbecher aus Keramik, Becher für Zahnbürsten, Zahnputzbecher, Badbecher, Badezimmer Cup, Zahnbürstenhalter, Zahnbürstenbecher (Weiß);A1PA6795UKMFR9;1;7.99;EUR;2026-03-02 22:37:02+00:00;2026-03-02 22:37:02+00:00
MAG_5903699426500;B09K7KM493;KADAX Fuente de horno, Cacerola con Tapa, Fuente de Cristal para asar, Lasaña, con Mangos, Bandeja de Cocina de Vidrio, transparente Aptas para Nevera y Congelador (rectangular, 4,1 L);A1RKKUPIHCS9HS;1;24.99;EUR;2026-02-28 16:05:05+00:00;2026-02-28 16:05:05+00:00
MAG_5903699426685;B09M8KZ4W9;KADAX Runde Kunststoffschüssel. Becken tief und robust. Schüssel, Waschschüssel, Spülwanne Groß Eignet sich hervorragend für das Badezimmer, den Waschraum, die Küche und das Haus (Anthrazit, 10L);A1PA6795UKMFR9;1;18.95;EUR;2026-03-02 12:10:49+00:00;2026-03-02 12:10:49+00:00
MAG_5903699427743;B0BBS8HCGC;KADAX Kleine Harke aus Metall, Rechen mit Stiel aus Holz, Laubbesen, Laubrechen, Rasenrechen für Garten, Gartenharke, Handrechen, Kleinfächerbesen (8 Zinken, kurz, Holz, Metall);A1PA6795UKMFR9;1;13.99;EUR;2026-03-01 21:08:12+00:00;2026-03-01 21:08:12+00:00
MAG_5903699429112;B0BNJ1PY5Z;KADAX Kaffeetassen Set, 200ml, Teegläser mit Untertassen und Henkel, Tassen aus Glas für Kaffee, Tee, Cappuccino, Kaffeebecher, Teetassen (Hannah, 6 Stück);A1PA6795UKMFR9;1;26.95;EUR;2026-03-01 09:30:28+00:00;2026-03-01 09:30:28+00:00
MAG_5903699432037;B0B2WN2YRL;Kadax IJsbekerset, ijsschalen, dessertglazen met voet voor ijs, desserts, fruit, voorgerechten, cocktails, 6 stuks, 300 ml;A1805IZSGTT6HS;1;25.95;EUR;2026-03-02 19:37:54+00:00;2026-03-02 19:37:54+00:00
MAG_5902730381914;B07XZBPVXW;KADAX Glasbehållare för kryddor, klar burk för nötter, godis, behållare med lock, förvaringsburk, livsmedelsbehållare, konserveringsburk (500 ml, grå);A2NODRKZP88ZB9;1;319.40;SEK;2026-03-03 00:26:12+00:00;2026-03-03 00:26:12+00:00
MAG_5902730382003;B07Y9XSS6R;KADAX Prostokątne naczynie żaroodporne z pokrywą 3,95 l do lasagne, mięsa i zapiekanek, pokrywa utrzymuje wilgoć, nadaje się do piekarnika i zmywarki;A1C3SOZRARQ6R3;1;66.99;PLN;2026-03-02 20:33:13+00:00;2026-03-02 20:33:13+00:00
MAG_5902730382034;B07Y8HD5WJ;KADAX Set di 6 calici da vino bianco in cristallo da 360 ml, con stelo lungo, eleganti e semplici bicchieri per casa e feste;APJ6JRA9NG5V4;1;18.65;EUR;2026-02-27 11:10:58+00:00;2026-02-27 11:10:58+00:00
FBA_5906638363997;B0FR442CS1;KADAX 5er Set Glasflaschen in Tannenbaumform, 200 ml, mit schwarzem Schraubverschluss - Leere Flaschen zum Befüllen mit Likör & Schnaps, ideal für Weihnachten & als Geschenk;A1PA6795UKMFR9;1;23.90;EUR;2026-02-28 16:24:21+00:00;2026-02-28 16:24:21+00:00
FBA_5906638365274;B0FR4STWGB;KADAX Glasflaschen mit Korken, 250ml, 10 Stück, kleine Flaschen zum Befüllen von Likör, Weinflaschen, leere Likörflaschen aus Glas, Schnapsflaschen;A1PA6795UKMFR9;1;;EUR;2026-02-26 04:02:38+00:00;2026-02-26 04:02:38+00:00
MAG_5902730380788;B07Q626J1N;KADAX Blumentopf mit Untersetzer aus Kunststoff Ø12cm, Weiß, Pflanzkübel für Innen- & Außenbereich, auch ideal für Badezimmer oder Toilette lebendige Farben bringen frische Akzente in Ihr Zuhause;A1PA6795UKMFR9;1;3.95;EUR;2026-03-02 20:26:25+00:00;2026-03-02 20:26:25+00:00
MAG_5902730380931;B07Q766CTS;KADAX Pot de Fleurs en Plastique avec Soucoupe Intégrée, Pot de Plante pour Une Décoration Florale Moderne dans l'espace Interieur (12 cm, Gris);A13V1IB3VIYZZH;1;4.95;EUR;2026-03-02 14:21:48+00:00;2026-03-02 14:21:48+00:00
MAG_5902730380986;B07Q89SSRB;KADAX Blumentopf mit Untersetzer aus Kunststoff Ø12cm, Grün, Pflanzkübel für Innen- & Außenbereich, auch ideal für Badezimmer oder Toilette lebendige Farben bringen frische Akzente in Ihr Zuhause;A1PA6795UKMFR9;1;3.95;EUR;2026-03-02 15:48:47+00:00;2026-03-02 15:48:47+00:00
FBA_5906638359433;B0FMDTXK8M;KADAX Lot de 5 Bouteilles de Liqueur en Verre de 250 ml avec Bouchons, Polyvalentes pour Liqueurs, Vin et Alcool, Décoratives, Bouteilles de Vin en Verre;A13V1IB3VIYZZH;1;18.59;EUR;2026-03-02 16:07:26+00:00;2026-03-02 16:07:26+00:00
FBA_5906638361504;B0FPD47QVQ;Botellas de cristal KADAX 750 ml, 5 unidades, botellas de licor vacías con corcho, botellas de vidrio para aguardiente, botellas para rellenar licor, vino y aguardiente, botellas de vino;A1RKKUPIHCS9HS;1;17.06;EUR;2026-03-02 11:44:34+00:00;2026-03-02 11:44:34+00:00
FBA_5903699499856;B0DDY69DVG;KADAX Schraubdeckel fi82 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Einmachgläser, Deckel mit 6 Einrastzähnen für Sturzgläser und Einmachgläser (mattes Schwarz, 10 Stück);A1PA6795UKMFR9;1;9.95;EUR;2026-02-27 22:01:07+00:00;2026-02-27 22:01:07+00:00
FBA_5906638307328;B0DGQ8T1QQ;KADAX Schraubdeckel fi110 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Schraubgläser, Deckel mit 8 Einrastzähnen für Sturzgläser und Einmachgläser (Weiß, 10 Stück);A1PA6795UKMFR9;1;15.95;EUR;2026-03-02 06:08:19+00:00;2026-03-02 06:08:19+00:00
FBA_5903699488805;B0CN3BSP1W;KADAX - Contenitore portaoggetti rettangolare con coperchio, contenitore di stoccaggio, contenitore impilabile, scatola in plastica, contenitore salvaspazio (10 L, trasparente);APJ6JRA9NG5V4;1;15.53;EUR;2026-03-01 11:03:01+00:00;2026-03-01 11:03:01+00:00
FBA_5903699488805;B0CN3BSP1W;KADAX Boîte de rangement rectangulaire avec couvercle, empilable, en plastique, peu encombrante, 10 l, transparente;A13V1IB3VIYZZH;1;13.92;EUR;2026-02-28 08:36:45+00:00;2026-02-28 08:36:45+00:00
FBA_5903699488805;B0CN3BSP1W;KADAX Rechteckige Aufbewahrungsbox mit Deckel, Aufbewahrungsbehälter, Stapelbehälter, Plastikbox, Kunststoffbox, Platzsparende Aufbewahrungskiste (10L, Transparent);A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 16:32:55+00:00;2026-03-02 16:32:55+00:00
FBA_5903699496589;B0D7ZQ2KZZ;KADAX Misurino in vetro, brocca in vetro con manico ergonomico, misurino resistente per prodotti liquidi e polverosi, misurino per cottura e cottura (0,5 litri);APJ6JRA9NG5V4;1;12.41;EUR;2026-02-28 16:18:52+00:00;2026-02-28 16:18:52+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX Lot de 4 boîtes de conservation sous vide en verre avec couvercle sous vide et pompe manuelle - Récipients en verre pour aliments - Boîtes de mise sous vide;A13V1IB3VIYZZH;1;35.75;EUR;2026-03-01 13:37:07+00:00;2026-03-01 13:37:07+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX Set di 4 contenitori sottovuoto in vetro (370 ml, 640 ml, 1040 ml, 1520 ml), ermetici con coperchio sottovuoto e pompa a mano, ermetici e a prova di perdite, per cucina e congelatore;APJ6JRA9NG5V4;1;33.99;EUR;2026-03-02 19:34:12+00:00;2026-03-02 19:34:12+00:00
FBA_5906638309216;B0F8B9BTK8;KADAX Lot de 12 boîtes de conservation avec couvercle, différentes tailles de 320 ml à 1040 ml, hermétiques et anti-fuite, pour cuisine et congélateur;AMEN7PMS3EDWL;1;36.81;EUR;2026-03-02 12:34:10+00:00;2026-03-02 12:34:10+00:00
FBA_5906638310809;B0DP4VHWJR;KADAX Krautstampfer aus Holz, 24 x 4 cm, Stampfer für Fermentieren von Sauerkraut und Kimchi, Holzstößel, Sauerkrautstampfer, Handstampfer, Stößel;A1PA6795UKMFR9;1;7.95;EUR;2026-03-01 14:09:01+00:00;2026-03-01 14:09:01+00:00
FBA_5906638311615;B0DR243XY7;KADAX 10er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;1;10.95;EUR;2026-03-01 15:23:21+00:00;2026-03-01 15:23:21+00:00
FBA_5906638311615;B0DR243XY7;KADAX Lot de 10 bocaux 200 ml avec couvercles à vis Ø 66 mm - bocaux à dessert à parois épaisses, hermétiques, lavables au lave-vaisselle, idéaux pour les confitures et conserves;A13V1IB3VIYZZH;1;14.50;EUR;2026-03-02 12:20:10+00:00;2026-03-02 12:20:10+00:00
FBA_5906638311615;B0DR243XY7;KADAX Set van 10 potten van 200 ml met schroefdeksel Ø 66 mm - dikwandige dessertpotten, luchtdicht, vaatwasserbestendig, ideaal voor jam en conserven;A1805IZSGTT6HS;1;;EUR;2026-02-23 22:57:31+00:00;2026-02-23 22:57:31+00:00
FBA_5906638311677;B0DR2CHLSC;KADAX Set di 10 vasetti da 200 ml con coperchio a vite Ø 66 mm - vasetti per dessert a parete spessa, ermetici, lavabili in lavastoviglie, ideali per marmellate e conserve;APJ6JRA9NG5V4;1;12.46;EUR;2026-02-28 07:05:01+00:00;2026-02-28 07:05:01+00:00
FBA_5906638311899;B0DR2C2K3T;KADAX 10er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;1;12.95;EUR;2026-03-01 09:56:27+00:00;2026-03-01 09:56:27+00:00
FBA_5906638317778;B0DX22VQ1S;KADAX Flachmann 100 ml, 10 stuks, kleine glazen flessen met schroefdop, flesjes, lege flessen om te vullen, mini likeurflessen, schnapsflessen (Wit);A1805IZSGTT6HS;1;51.57;EUR;2026-03-02 16:41:58+00:00;2026-03-02 16:41:58+00:00
FBA_5903699457429;B0BNQQG82H;KADAX Lot de 4 verres intemporels de 365 ml pour mojito, limonade, eau et jus, verres transparents en verre sodocalcique;A13V1IB3VIYZZH;1;17.52;EUR;2026-03-02 07:58:27+00:00;2026-03-02 07:58:27+00:00
FBA_5903699470435;B0BXLVMGMT;KADAX Glasdeckel, Topfdeckel Ø24 cm mit Schwarz und Silber Griff, hitzebeständig, mit Dampfloch, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 15:24:47+00:00;2026-03-02 15:24:47+00:00
FBA_5903699474686;B0C2HVWQ55;KADAX Eierteller aus Glas, ⌀ 21,5 cm, praktischer Teller für Eier, Eierhalter, robuste Eierablage, Eierplatte, Eierbehälter, Eiertablett, Eierspender (2x Blumenforme, transparent, 18 Eier (2x9));A1PA6795UKMFR9;1;19.95;EUR;2026-03-02 10:35:32+00:00;2026-03-02 10:35:32+00:00
FBA_5903699477632;B0CGRJRP13;KADAX Spruzzatore manuale 2L in plastica, spruzzatore a pressione con ugello in ottone, dispositivo di irrorazione a pompa per irrigazione e controllo dei parassiti;APJ6JRA9NG5V4;1;;EUR;2026-03-02 14:43:07+00:00;2026-03-02 14:43:07+00:00
FBA_5903699483138;B0CP7KHM4P;KADAX Boîte en Verre avec Clips de Fermeture pour Conservation Alimentaire, Récipient Transparent avec Couvercle Hermétique (Carré, 520 ml);A13V1IB3VIYZZH;1;12.34;EUR;2026-03-01 08:38:25+00:00;2026-03-01 08:38:25+00:00
FBA_5903699447482;B0BD8RKP29;KADAX 20st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (20 Stück, Weiß Deckel);A1PA6795UKMFR9;1;15.95;EUR;2026-03-01 20:19:38+00:00;2026-03-01 20:19:38+00:00
FBA_5903699450376;B0BN49HY49;KADAX 10st Einmachgläser 300 ml mit Schraubdeckel fi82 mm, Miniaturgläser für Honig und Gewürze, Marmeladengläser mit Deckel, Luftdichte Gläschen zum Verschenken;A1PA6795UKMFR9;1;14.95;EUR;2026-03-01 22:56:53+00:00;2026-03-01 22:56:53+00:00
FBA_5903699453773;B0BRBCFT2M;KADAX Gläser mit Griff für Tee und Kaffee, Teegläser aus dickem Glas, Glastassen für kalte und heiße Getränke, Gläserset für Tee, Kaffee, Wasser (Frida 300ml / 4er Set);A1PA6795UKMFR9;1;15.07;EUR;2026-03-02 21:34:08+00:00;2026-03-02 21:34:08+00:00
FBA_5903699431481;B0B2WXZF73;KADAX Lot de 2 supports pour jardinières, résistants aux UV, sans perçage, noirs;A13V1IB3VIYZZH;1;17.02;EUR;2026-02-28 17:02:15+00:00;2026-02-28 17:02:15+00:00
FBA_5903699431641;B0BG8TKNFW;KADAX Support de boîte à Fleurs sans Forage, Porte-boîtes de Balcon dans l'ensemble, Crochets réglables et Support pour la boîte à Fleurs, Porte-Fleurie pour Balcon et fenêtre (3 pièces, Marron);A13V1IB3VIYZZH;1;32.24;EUR;2026-03-01 14:24:32+00:00;2026-03-01 14:24:32+00:00
FBA_5903699435779;B0CY2NPQHV;KADAX Barattolo Con Coperchio e Manico - Contenitore in Plastica per Alimenti da Cucina (Rotondo 2L);APJ6JRA9NG5V4;1;13.16;EUR;2026-03-02 14:03:31+00:00;2026-03-02 14:03:31+00:00
FBA_5903699435779;B0CY2NPQHV;KADAX Vorratsdose mit Deckel, Vorratsbehälter aus Kunststoff, Einweckgefäß mit Griff, Plastikbehälter für Lebensmittel, Aufbewahrungsbox Küche Organizer (Rund 2L);A1PA6795UKMFR9;1;11.04;EUR;2026-02-28 14:30:11+00:00;2026-02-28 14:30:11+00:00
FBA_5903699440094;B0BB358X9W;KADAX Schraubdeckel fi89 mm, Ersatzdeckel Set aus Metall, To89 Einmachdeckel passend für 1700ml Gläser, Twist-Off-Deckel mit 6 Einrastzähnen, Deckel (50 Stück, Weiß);A1PA6795UKMFR9;1;22.95;EUR;2026-03-01 20:42:12+00:00;2026-03-01 20:42:12+00:00
FBA_5903699440148;B0BBVY2D8Q;KADAX Couvercle à vis fi100 mm, couvercle de rechange avec 6 dents de blocage, couvercle Twist-Off en métal 2530 ml, 4130 ml, verres de 5000 ml (10 pièces, or);A13V1IB3VIYZZH;1;13.54;EUR;2026-03-01 06:52:39+00:00;2026-03-01 06:52:39+00:00
FBA_5903699440162;B0BBVZV8K7;KADAX Lot de 10 couvercles à visser - Diamètre : 100 mm - Avec 6 dents d'encliquetage - En métal - Convient pour les bocaux de 2530 ml, 4130 ml, 5000 ml - Noir;AMEN7PMS3EDWL;1;11.46;EUR;2026-03-02 14:47:14+00:00;2026-03-02 14:47:14+00:00
FBA_5903699444672;B0BFFKP9JX;KADAX Lot de 10 bocaux 200 ml avec couvercles à vis Ø 66 mm - bocaux à dessert à parois épaisses, hermétiques, lavables au lave-vaisselle, idéaux pour les confitures et conserves;A13V1IB3VIYZZH;1;18.59;EUR;2026-03-02 21:23:23+00:00;2026-03-02 21:23:23+00:00
FBA_5903699444863;B0BFFLS8K4;KADAX 20er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;1;21.95;EUR;2026-03-02 15:56:19+00:00;2026-03-02 15:56:19+00:00
FBA_5903699444863;B0BFFLS8K4;KADAX Set de 20 tarros de 200 ml con tapa de rosca Ø 66 mm, tarros de postre de paredes gruesas, herméticos, aptos para lavavajillas, ideales para mermeladas y conservas;A1RKKUPIHCS9HS;1;23.55;EUR;2026-03-02 15:31:47+00:00;2026-03-02 15:31:47+00:00
FBA_5903699447376;B0BD8X8PRJ;KADAX 10st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (10 Stück, Gold Deckel);A1PA6795UKMFR9;1;11.95;EUR;2026-02-28 04:17:14+00:00;2026-02-28 04:17:14+00:00
FBA_5903699447451;B0BD8NKSFB;KADAX 20st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (20 Stück, Rot Deckel);A1PA6795UKMFR9;1;12.95;EUR;2026-03-01 13:59:49+00:00;2026-03-01 13:59:49+00:00
